,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home
184,3.196078431372549,0.8431372549019608,1.4313725490196079,2.0392156862745097,1.1176470588235294,1.1568627450980393,0.3137254901960784,0.9607843137254902,0.17647058823529413,0.21568627450980393,2.019607843137255,1.3333333333333333,0.6862745098039216,0.6274509803921569,3.176470588235294
232,2.4727272727272727,1.0242424242424242,1.2,1.8484848484848484,0.9575757575757575,0.6242424242424243,0.24242424242424243,0.509090909090909,0.13333333333333333,0.3696969696969697,1.9636363636363636,1.2181818181818183,0.7454545454545455,0.49696969696969695,2.6424242424242426
230,2.7781954887218046,1.0225563909774436,1.2969924812030076,2.3646616541353382,1.1541353383458646,0.41353383458646614,0.14285714285714285,0.6654135338345865,0.21052631578947367,0.30451127819548873,1.8383458646616542,1.1842105263157894,0.6541353383458647,0.5601503759398496,2.736842105263158
389,2.4166666666666665,0.8916666666666667,1.0166666666666666,1.5166666666666666,0.7083333333333334,0.9,0.30833333333333335,0.5833333333333334,0.175,0.3,1.6833333333333333,1.1166666666666667,0.5666666666666667,0.5333333333333333,2.341666666666667
5,3.3180639585133966,0.9438202247191011,1.5047536732929991,2.401037165082109,1.1607605877268798,0.9170267934312878,0.3439930855661193,0.8608470181503889,0.20224719101123595,0.3898012100259291,2.1227312013828867,1.3707865168539326,0.7519446845289542,0.6542783059636992,3.3535004321521176
409,3.2467076382791924,0.961369622475856,1.4811237928007024,2.357330992098332,1.154521510096576,0.8893766461808604,0.32660228270412645,0.8498683055311677,0.19666374012291485,0.4038630377524144,2.122036874451273,1.3625987708516243,0.7594381035996488,0.6224758560140474,3.2888498683055314
292,2.8253968253968256,0.8666666666666667,1.2158730158730158,2.085714285714286,0.9587301587301588,0.7396825396825397,0.2571428571428571,0.7714285714285715,0.1619047619047619,0.3682539682539683,1.7555555555555555,1.1714285714285715,0.5841269841269842,0.4507936507936508,2.688888888888889
168,1.6734693877551021,0.47619047619047616,0.7993197278911565,1.2755102040816326,0.6122448979591837,0.3979591836734694,0.1870748299319728,0.45918367346938777,0.10884353741496598,0.1836734693877551,1.153061224489796,0.8027210884353742,0.35034013605442177,0.30612244897959184,1.7857142857142858
52,1.911764705882353,0.5147058823529411,0.8529411764705882,1.588235294117647,0.6911764705882353,0.3235294117647059,0.16176470588235295,0.45588235294117646,0.1323529411764706,0.16176470588235295,1.0441176470588236,0.6323529411764706,0.4117647058823529,0.39705882352941174,1.8676470588235294
282,1.7083333333333333,0.5208333333333334,0.9583333333333334,1.25,0.7916666666666666,0.4583333333333333,0.16666666666666666,0.5416666666666666,0.0625,0.14583333333333334,0.9166666666666666,0.625,0.2916666666666667,0.2916666666666667,2.0833333333333335
